Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2021,NJ,New Jersey,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$100,000-$199,999",Household Income,380,30.1,26.8,33.3,3741,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,34,INCOME06,CAT6,_MENT14D,RESP223,"(40.13057004800049, -74.27369128799967)"
2021,RI,Rhode Island,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"White, non-Hispanic",Race/Ethnicity,2609,57.9,55.9,59.9,3689,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,44,RACE01,CAT4,_MENT14D,RESP222,"(41.70828019300046, -71.52247031399963)"
2021,MD,Maryland,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$25,000-$34,999",Household Income,740,59.8,55.6,63.9,3731,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,24,INCOME03,CAT6,_MENT14D,RESP222,"(39.29058096400047, -76.60926011099963)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,255,62.3,55.8,68.8,3692,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,RACE02,CAT4,_MENT14D,RESP222,"(40.48501028300046, -88.99771017799969)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$200,000+",Household Income,111,63.3,53.4,73.2,3743,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,INCOME07,CAT6,_MENT14D,RESP222,"(38.66551020200046, -80.71264013499967)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,55-64,Age Group,260,16.2,13.8,18.7,3684,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,AGE05,CAT3,_MENT14D,RESP223,"(21.304850435000446, -157.85774940299973)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,25-34,Age Group,377,44.9,40.6,49.3,3674,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,AGE02,CAT3,_MENT14D,RESP222,"(45.254228894000505, -68.98503133599962)"
2021,NM,New Mexico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$15,000-$24,999",Household Income,143,20.5,16.4,24.7,3729,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,35,INCOME02,CAT6,_MENT14D,RESP223,"(34.52088095200048, -106.24058098499967)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,412,25.0,22.3,27.7,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,SEX2,CAT2,_MENT14D,RESP223,"(40.48501028300046, -88.99771017799969)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,79,9.1,6.2,12.0,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,INCOME06,CAT6,_MENT14D,RESP224,"(44.39319117400049, -89.81637074199966)"
2021,MI,Michigan,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,65+,Age Group,243,7.9,6.6,9.2,3688,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,26,AGE09,CAT3,_MENT14D,RESP224,"(44.6613195430005, -84.71439026999968)"
2021,KY,Kentucky,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,1051,60.3,57.2,63.4,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,21,EDUCA4,CAT5,_MENT14D,RESP222,"(37.645970271000465, -84.77497104799966)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,107,65.9,57.1,74.6,3698,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,RACE04,CAT4,_MENT14D,RESP222,"(34.865970280000454, -111.76381127699972)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,2261,58.4,56.5,60.3,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,EDUCA4,CAT5,_MENT14D,RESP222,"(42.27687047000046, -72.08269067499964)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,65+,Age Group,1292,77.7,75.0,80.5,3686,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,AGE09,CAT3,_MENT14D,RESP222,"(64.84507995700051, -147.72205903599973)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,120,8.1,6.0,10.2,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,INCOME06,CAT6,_MENT14D,RESP224,"(38.635790776000476, -92.56630005299968)"
2021,NM,New Mexico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,45-54,Age Group,237,25.3,21.4,29.2,3681,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,35,AGE04,CAT3,_MENT14D,RESP223,"(34.52088095200048, -106.24058098499967)"
2021,NV,Nevada,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"White, non-Hispanic",Race/Ethnicity,291,18.2,15.6,20.9,3691,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,32,RACE01,CAT4,_MENT14D,RESP224,"(39.493240390000494, -117.07184056399967)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$35,000-$49,999",Household Income,133,13.4,10.9,15.8,3736,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,INCOME04,CAT6,_MENT14D,RESP224,"(38.843840757000464, -106.13361092099967)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,12,37.2,19.6,54.8,3708,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,RACE07,CAT4,_MENT14D,RESP223,"(43.23554134300048, -108.10983035299967)"
2021,OK,Oklahoma,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,College graduate,Education Attained,186,10.4,8.7,12.1,3724,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,40,EDUCA4,CAT5,_MENT14D,RESP224,"(35.47203135600046, -97.52107021399968)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,25-34,Age Group,311,34.1,30.0,38.2,3675,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,AGE02,CAT3,_MENT14D,RESP223,"(40.79373015200048, -77.86070029399963)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"White, non-Hispanic",Race/Ethnicity,2306,25.5,24.1,26.8,3690,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,RACE01,CAT4,_MENT14D,RESP223,"(38.635790776000476, -92.56630005299968)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"White, non-Hispanic",Race/Ethnicity,2947,32.2,31.0,33.4,3690,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,RACE01,CAT4,_MENT14D,RESP223,"(47.52227862900048, -120.47001078999972)"
2021,MI,Michigan,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,35-44,Age Group,192,16.8,14.2,19.5,3679,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,26,AGE03,CAT3,_MENT14D,RESP224,"(44.6613195430005, -84.71439026999968)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,18-24,Age Group,48,34.4,26.0,42.7,3672,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,AGE01,CAT3,_MENT14D,RESP223,"(43.23554134300048, -108.10983035299967)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,797,17.8,16.4,19.3,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,BO1,CAT1,_MENT14D,RESP224,"(31.31266064400046, -92.44568007099969)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Female,Gender,448,17.8,15.8,19.8,3670,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,SEX2,CAT2,_MENT14D,RESP224,"(43.65595011300047, -71.50036091999965)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$15,000-$24,999",Household Income,106,18.3,14.0,22.6,3729,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,INCOME02,CAT6,_MENT14D,RESP223,"(37.54268067400045, -78.45789046299967)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Less than H.S.,Education Attained,65,18.0,12.8,23.3,3714,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,EDUCA1,CAT5,_MENT14D,RESP223,"(42.27687047000046, -72.08269067499964)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,College graduate,Education Attained,474,9.8,8.6,11.0,3724,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,EDUCA4,CAT5,_MENT14D,RESP224,"(45.254228894000505, -68.98503133599962)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,42,26.3,18.2,34.4,3699,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,RACE04,CAT4,_MENT14D,RESP223,"(34.865970280000454, -111.76381127699972)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,637,63.6,60.1,67.1,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,16,AGE04,CAT3,_MENT14D,RESP222,"(43.682630005000476, -114.3637300419997)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,55-64,Age Group,201,19.1,16.2,22.0,3684,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,AGE05,CAT3,_MENT14D,RESP223,"(31.31266064400046, -92.44568007099969)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Overall,Overall,2059,63.3,61.1,65.5,3662,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,BO1,CAT1,_MENT14D,RESP222,"(40.48501028300046, -88.99771017799969)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,65+,Age Group,948,83.8,80.2,87.4,3686,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,AGE09,CAT3,_MENT14D,RESP222,"(18.220833, -66.590149)"
2021,SD,South Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,1758,60.9,56.4,65.3,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,46,EDUCA4,CAT5,_MENT14D,RESP222,"(44.353130053000484, -100.3735306369997)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,875,25.0,23.3,26.8,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,SEX2,CAT2,_MENT14D,RESP223,"(38.66551020200046, -80.71264013499967)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Male,Gender,125,8.0,6.2,9.7,3666,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,SEX1,CAT2,_MENT14D,RESP223,"(18.220833, -66.590149)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,1287,27.3,25.5,29.2,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,SEX2,CAT2,_MENT14D,RESP223,"(33.998821303000454, -81.04537120699968)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$35,000-$49,999",Household Income,124,53.2,44.2,62.3,3734,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,11,INCOME04,CAT6,_MENT14D,RESP222,"(38.89037138500049, -77.03196112699965)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Less than H.S.,Education Attained,52,25.4,17.0,33.8,3715,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,EDUCA1,CAT5,_MENT14D,RESP224,"(43.62538123900049, -72.51764079099962)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,55-64,Age Group,775,74.0,70.9,77.2,3683,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,AGE05,CAT3,_MENT14D,RESP222,"(47.47531977900047, -100.11842104899966)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,25-34,Age Group,633,47.3,43.6,51.0,3674,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,AGE02,CAT3,_MENT14D,RESP222,"(38.635790776000476, -92.56630005299968)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,22,14.6,7.5,21.7,3706,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,09,RACE06,CAT4,_MENT14D,RESP224,"(41.56266102000046, -72.64984095199964)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$25,000-$34,999",Household Income,128,26.2,21.1,31.3,3732,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,INCOME03,CAT6,_MENT14D,RESP223,"(31.31266064400046, -92.44568007099969)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Male,Gender,835,24.5,22.6,26.3,3666,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,SEX1,CAT2,_MENT14D,RESP223,"(42.27687047000046, -72.08269067499964)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,480,65.6,61.7,69.4,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,AGE04,CAT3,_MENT14D,RESP222,"(47.47531977900047, -100.11842104899966)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,1193,30.1,28.0,32.2,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,SEX2,CAT2,_MENT14D,RESP223,"(32.83968109300048, -83.62758034599966)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,18-24,Age Group,119,40.6,33.2,48.0,3671,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,AGE01,CAT3,_MENT14D,RESP222,"(64.84507995700051, -147.72205903599973)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$50,000-$99,999",Household Income,408,24.6,21.8,27.4,3738,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,INCOME05,CAT6,_MENT14D,RESP223,"(40.79373015200048, -77.86070029399963)"
2021,MI,Michigan,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$25,000-$34,999",Household Income,237,29.0,25.0,32.8,3732,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,26,INCOME03,CAT6,_MENT14D,RESP223,"(44.6613195430005, -84.71439026999968)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,H.S. or G.E.D.,Education Attained,330,26.7,23.4,30.0,3717,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,EDUCA2,CAT5,_MENT14D,RESP223,"(43.65595011300047, -71.50036091999965)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$200,000+",Household Income,38,22.9,15.2,30.6,3744,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,INCOME07,CAT6,_MENT14D,RESP223,"(47.47531977900047, -100.11842104899966)"
2021,NC,North Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$200,000+",Household Income,46,19.3,13.5,25.2,3744,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,37,INCOME07,CAT6,_MENT14D,RESP223,"(35.466220975000454, -79.15925046299964)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,91,9.9,7.5,12.4,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,INCOME06,CAT6,_MENT14D,RESP224,"(40.79373015200048, -77.86070029399963)"
2021,OR,Oregon,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Hispanic,Race/Ethnicity,76,18.3,14.1,22.5,3712,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,41,RACE08,CAT4,_MENT14D,RESP224,"(44.56744942400047, -120.15503132599969)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,18-24,Age Group,105,44.7,37.0,52.4,3672,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,AGE01,CAT3,_MENT14D,RESP223,"(43.62538123900049, -72.51764079099962)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Female,Gender,2140,53.2,51.2,55.3,3668,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,SEX2,CAT2,_MENT14D,RESP222,"(42.27687047000046, -72.08269067499964)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Female,Gender,637,15.9,14.4,17.4,3670,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,SEX2,CAT2,_MENT14D,RESP224,"(42.27687047000046, -72.08269067499964)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,2446,59.0,56.7,61.3,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,EDUCA4,CAT5,_MENT14D,RESP222,"(38.635790776000476, -92.56630005299968)"
2021,OH,Ohio,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,80,28.6,21.6,35.6,3708,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,39,RACE07,CAT4,_MENT14D,RESP223,"(40.06021014100048, -82.40426005599966)"
2021,NV,Nevada,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Some post-H.S.,Education Attained,505,53.0,48.3,57.7,3719,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,32,EDUCA3,CAT5,_MENT14D,RESP222,"(39.493240390000494, -117.07184056399967)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,154,31.6,25.2,38.0,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,INCOME04,CAT6,_MENT14D,RESP223,"(64.84507995700051, -147.72205903599973)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Hispanic,Race/Ethnicity,21,31.8,19.0,44.6,3712,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,RACE08,CAT4,_MENT14D,RESP224,"(38.66551020200046, -80.71264013499967)"
2021,TN,Tennessee,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Female,Gender,1316,48.5,45.9,51.1,3668,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,47,SEX2,CAT2,_MENT14D,RESP222,"(35.68094058000048, -85.77449091399967)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,55-64,Age Group,281,14.2,12.0,16.4,3685,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,AGE05,CAT3,_MENT14D,RESP224,"(34.865970280000454, -111.76381127699972)"
2021,NM,New Mexico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,183,26.0,21.3,30.6,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,35,INCOME04,CAT6,_MENT14D,RESP223,"(34.52088095200048, -106.24058098499967)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"White, non-Hispanic",Race/Ethnicity,306,13.7,11.7,15.6,3691,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,RACE01,CAT4,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,NC,North Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,H.S. or G.E.D.,Education Attained,183,17.6,14.9,20.4,3717,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,37,EDUCA2,CAT5,_MENT14D,RESP223,"(35.466220975000454, -79.15925046299964)"
2021,IA,Iowa,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,24,25.0,13.8,36.2,3708,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,19,RACE07,CAT4,_MENT14D,RESP223,"(42.46940091300047, -93.81649055599968)"
2021,MT,Montana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,25-34,Age Group,223,33.6,29.3,37.9,3675,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,30,AGE02,CAT3,_MENT14D,RESP223,"(47.06652897200047, -109.42442064499971)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,18-24,Age Group,180,29.6,25.3,33.8,3671,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,AGE01,CAT3,_MENT14D,RESP222,"(47.52227862900048, -120.47001078999972)"
2021,MN,Minnesota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,51,26.7,18.2,35.1,3696,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,27,RACE03,CAT4,_MENT14D,RESP223,"(46.35564873600049, -94.79420050299967)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Overall,Overall,1606,25.3,24.0,26.6,3663,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,16,BO1,CAT1,_MENT14D,RESP223,"(43.682630005000476, -114.3637300419997)"
2021,OK,Oklahoma,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,131,28.2,23.1,33.4,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,40,INCOME02,CAT6,_MENT14D,RESP224,"(35.47203135600046, -97.52107021399968)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,50,57.8,43.7,71.8,3698,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,RACE04,CAT4,_MENT14D,RESP222,"(43.65595011300047, -71.50036091999965)"
2021,SD,South Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,25-34,Age Group,236,37.9,30.5,45.3,3675,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,46,AGE02,CAT3,_MENT14D,RESP223,"(44.353130053000484, -100.3735306369997)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,85,23.7,17.8,29.6,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,INCOME04,CAT6,_MENT14D,RESP223,"(39.008830667000495, -75.57774116799965)"
